Category	P	P.adj	fdr_sig	dataset_name	z	adjusted_for	prop_sn_ps	prop_h2	prop_h2_std_error	enrichment	enrichment_std_error	enrichment_p	coefficient	coefficient_std_error
Hippocampal CA1-3	0.00663912719402903	0.01199115114337345	yes	mdd2019	2.4762178129658956	Upper-layer intratelencephalic	0.13993486837039576	0.1835912737537437	0.01271506778877916	1.3119766066295435	0.0908641851516482	9.688340937685e-4	2.569874942684609e-9	1.0378226540606843e-9
Hippocampal CA4	0.14817704705985002	0.16934519663982858	no	mdd2019	1.0442838250763895	Amygdala excitatory	0.13866112277830536	0.17494996436872462	0.01228805506924117	1.261708839964023	0.08861932474676122	0.00459549433242441	1.0896293000768162e-9	1.0434225580359915e-9
Hippocampal CA4	0.02790277504900729	0.07740613244635348	no	mdd2019	1.912551059458537	CGE interneuron	0.13866112277830536	0.17678312171709343	0.01266261104968147	1.2749292532394851	0.09132055760089836	0.00394159674739946	1.960807561668791e-9	1.0252314843944166e-9
Hippocampal CA4	0.04837883277897092	0.07740613244635348	no	mdd2019	1.6607798695920184	Deep-layer corticothalamic and 6b	0.13866112277830536	0.17629542927098724	0.01277341292264713	1.27141209979132	0.09211964151674704	0.00469373124297863	1.8237219028627782e-9	1.0981117583697515e-9
Hippocampal CA4	0.05946251822441539	0.07928335763255386	no	mdd2019	1.5593015018343743	Deep-layer intratelencephalic	0.13866112277830536	0.17554092647635952	0.01247328858277373	1.2659707563238072	0.08995519676208244	0.00455847481784011	1.6226993917582979e-9	1.040657877805762e-9
Hippocampal CA4	0.04462313044568489	0.07740613244635348	no	mdd2019	1.69938715341664	Eccentric medium spiny neuron	0.13866112277830536	0.17628376504299537	0.01262187743660446	1.271327979399402	0.09102679383885144	0.00429451003026059	1.7957440156595777e-9	1.056700947779446e-9
Hippocampal CA4	0.21366289980999745	0.21366289980999745	no	mdd2019	0.7937760811375513	Hippocampal CA1-3	0.13866112277830536	0.17527483646466907	0.01236495099373985	1.264051761248916	0.08917388483511145	0.0044859497686119	8.673313271354902e-10	1.0926649816564487e-9
Hippocampal CA4	0.03929216161650895	0.07740613244635348	no	mdd2019	1.7589598800316617	LAMP5-LHX6 and Chandelier	0.13866112277830536	0.1756749241202964	0.01245200243916284	1.2669371241221634	0.08980168478133119	0.00440614078216471	1.783542279255284e-9	1.013975531507393e-9
Hippocampal CA4	0.04506552023474397	0.07740613244635348	no	mdd2019	1.6947068768980922	Upper-layer intratelencephalic	0.13866112277830536	0.17539677436983925	0.01248702735334008	1.2649311563001526	0.09005427839571609	0.00475168488669543	1.727342959035388e-9	1.0192576560478892e-9
LAMP5-LHX6 and Chandelier	7.464553296530063e-4	9.659272029822115e-4	yes	mdd2019	3.176058065285229	Amygdala excitatory	0.13366159164685928	0.18768612782117156	0.01217360566441401	1.4041889334749793	0.09107781460943017	1.742132729834796e-5	3.109185529067295e-9	9.789448004906267e-10
LAMP5-LHX6 and Chandelier	0.02633179169438615	0.02633179169438615	yes	mdd2019	1.9376692862959104	CGE interneuron	0.13366159164685928	0.18846477334290387	0.01215160010497073	1.410014432873412	0.09091317823803773	1.3397701227914182e-5	2.0258421822464094e-9	1.0455046155575143e-9
LAMP5-LHX6 and Chandelier	2.6752025027088067e-4	7.518781855504032e-4	yes	mdd2019	3.4625711154126546	Deep-layer corticothalamic and 6b	0.13366159164685928	0.18824400390955895	0.01225012013643121	1.4083627285159763	0.091650263815477	1.6120422909243234e-5	3.384623193805683e-9	9.77488427238358e-10
LAMP5-LHX6 and Chandelier	3.867840854070437e-4	7.518781855504032e-4	yes	mdd2019	3.362083180752821	Deep-layer intratelencephalic	0.13366159164685928	0.18853921111890704	0.01215447376871338	1.4105713451103985	0.0909346777855685	1.271035122812803e-5	3.3023209028932e-9	9.822246284084382e-10
LAMP5-LHX6 and Chandelier	8.451863026094353e-4	9.659272029822115e-4	yes	mdd2019	3.1398449748534305	Eccentric medium spiny neuron	0.13366159164685928	0.18778958470383553	0.0120379091636206	1.404962954503678	0.09006259027219553	1.3543188271383274e-5	3.082067408306642e-9	9.815985926026534e-10
LAMP5-LHX6 and Chandelier	4.465820613472893e-4	7.518781855504032e-4	yes	mdd2019	3.3221820082148743	Hippocampal CA1-3	0.13366159164685928	0.18789458558043928	0.012070260230648	1.4057485270478174	0.09030462739466875	1.353751750595802e-5	3.2129539192526103e-9	9.67121581932545e-10
LAMP5-LHX6 and Chandelier	3.528324470284394e-4	7.518781855504032e-4	yes	mdd2019	3.3873686828568728	Hippocampal CA4	0.13366159164685928	0.18800776915586087	0.01221652180034169	1.4065953191144616	0.09139889514871533	1.7076354605146215e-5	3.285794079193516e-9	9.700137147227536e-10
LAMP5-LHX6 and Chandelier	4.6992386596900193e-4	7.518781855504032e-4	yes	mdd2019	3.3079405066324346	Upper-layer intratelencephalic	0.13366159164685928	0.18799631224908572	0.0121914920736809	1.4065096033405131	0.0912116332258817	1.607787351847016e-5	3.259967565924179e-9	9.854976410210314e-10
Upper-layer intratelencephalic	0.3205330548738521	0.3205330548738521	no	mdd2019	0.46620871793025614	Amygdala excitatory	0.1266802311429707	0.15569593486257904	0.01170917313631965	1.2290468169959476	0.09243094230783912	0.01440458087392465	5.082565838424984e-10	1.0901910760032864e-9
Upper-layer intratelencephalic	0.03848255420307345	0.09331375634238571	no	mdd2019	1.7685733081210466	CGE interneuron	0.1266802311429707	0.15677196379230585	0.01174630344352029	1.237540872619452	0.09272404492429027	0.01160214402366774	1.7839621735106359e-9	1.008701287822747e-9
Upper-layer intratelencephalic	0.05832109771399108	0.09331375634238571	no	mdd2019	1.5690246499606713	Deep-layer corticothalamic and 6b	0.1266802311429707	0.15663240179913288	0.01216149379853851	1.236439185387642	0.09600151253918314	0.01507618716726005	1.7572908858149987e-9	1.119989342333816e-9
Upper-layer intratelencephalic	0.1825728003286775	0.20865462894706	no	mdd2019	0.9056037926296912	Deep-layer intratelencephalic	0.1266802311429707	0.15677162809968892	0.01200359024706818	1.2375382226983562	0.0947550390362091	0.01343562617135189	1.1576567917676646e-9	1.2783259093980407e-9
Upper-layer intratelencephalic	0.05451441574278193	0.09331375634238571	no	mdd2019	1.602573575963857	Eccentric medium spiny neuron	0.1266802311429707	0.15684183491420783	0.01183600636342642	1.2380924276748193	0.09343215004137752	0.01202056804132229	1.6664327526493202e-9	1.0398478906948503e-9
Upper-layer intratelencephalic	0.10151885875496468	0.1353584783399529	no	mdd2019	1.2729445543914324	Hippocampal CA1-3	0.1266802311429707	0.15645819612990763	0.01174315720127192	1.2350640247358695	0.09269920882934492	0.01236922558431362	1.2950380636857362e-9	1.0173562227970461e-9
Upper-layer intratelencephalic	0.04371455495949061	0.09331375634238571	no	mdd2019	1.709117914009807	Hippocampal CA4	0.1266802311429707	0.15627268334198982	0.01187275531911751	1.2335996069159458	0.09372224231038843	0.0139819807932446	1.71815191666285e-9	1.005285769097024e-9
Upper-layer intratelencephalic	0.04202996097536515	0.09331375634238571	no	mdd2019	1.7276002278119	LAMP5-LHX6 and Chandelier	0.1266802311429707	0.15665240758927865	0.01162602153624431	1.23659710892445	0.09177455259868636	0.01106102370900798	1.732532323275878e-9	1.002854882388054e-9
Amygdala excitatory	9.210214895216672e-4	0.00529740140023538	yes	neuroticism	3.1145843218169684	CGE interneuron	0.1528769824794138	0.1987375435118966	0.0099494908738558	1.299983426469438	0.06508168013582806	1.1826490796498076e-5	4.2290997667801914e-9	1.3578376212698084e-9
Amygdala excitatory	0.00900070172935052	0.01440112276696084	yes	neuroticism	2.365589257774721	Deep-layer corticothalamic and 6b	0.1528769824794138	0.1996301059480988	0.01007410849538949	1.3058218621955122	0.06589682980396386	1.0389366046562e-5	3.278670394107067e-9	1.3859846477284351e-9
Amygdala excitatory	0.09312248665702848	0.09312248665702848	no	neuroticism	1.321769332537665	Deep-layer intratelencephalic	0.1528769824794138	0.19957815815918817	0.01004744018831716	1.3054820609509548	0.06572238688495918	1.0180808544176264e-5	1.963408908634605e-9	1.4854399026379712e-9
Amygdala excitatory	0.00494297564228451	0.00988595128456903	yes	neuroticism	2.5797931441991087	Eccentric medium spiny neuron	0.1528769824794138	0.19922292798962088	0.00994877630022204	1.3031584268511314	0.06507700596171649	1.011300048141198e-5	3.6742306987050982e-9	1.4242346162392623e-9
Amygdala excitatory	0.0143488123869454	0.01913174984926054	yes	neuroticism	2.187615459606333	Hippocampal CA1-3	0.1528769824794138	0.19947239634040276	0.01014912534976398	1.3047902509932352	0.06638753058283743	1.2754725695454452e-5	3.545719009961981e-9	1.6208145697599164e-9
Amygdala excitatory	0.00231527181402146	0.00617405817072391	yes	neuroticism	2.8316712080620947	Hippocampal CA4	0.1528769824794138	0.19908719867334349	0.01009035864337068	1.3022705932866792	0.0660031253869721	1.3360974206224862e-5	4.0152919740616206e-9	1.4179937143230543e-9
Amygdala excitatory	0.00132435035005884	0.00529740140023538	yes	neuroticism	3.005815026225891	LAMP5-LHX6 and Chandelier	0.1528769824794138	0.198095848226745	0.00992059286324377	1.2957859647276877	0.06489265226424566	1.5091721491082448e-5	4.012871179381577e-9	1.3350359700677087e-9
Amygdala excitatory	0.01731232144392114	0.01978551022162416	yes	neuroticism	2.1127211390127183	Upper-layer intratelencephalic	0.1528769824794138	0.19901444309079813	0.01001946115967283	1.3017946839551018	0.06553937026472928	1.198391746550318e-5	3.115971192949059e-9	1.474861559062718e-9
CGE interneuron	0.00576856192539365	0.00769141590052487	yes	neuroticism	2.5259946489707006	Amygdala excitatory	0.12305912323425695	0.15997716633188985	0.00951617616780153	1.3000024876445382	0.07733011513243447	1.2514173132225e-4	3.7413905495864575e-9	1.4811553742249651e-9
CGE interneuron	0.00469329007121066	0.00769141590052487	yes	neuroticism	2.5976438253261867	Deep-layer corticothalamic and 6b	0.12305912323425695	0.1602186945330975	0.00936721306071897	1.3019651881323997	0.07611961482032846	8.925599498719429e-5	3.789528151935572e-9	1.458832852675528e-9
CGE interneuron	0.00529200873099511	0.00769141590052487	yes	neuroticism	2.556141154828369	Deep-layer intratelencephalic	0.12305912323425695	0.1614968515325	0.00948147023358084	1.3123517158908444	0.07704808862916886	6.143684299483217e-5	3.745201811862329e-9	1.465178010528843e-9
CGE interneuron	0.01026662292689517	0.01173328334502305	yes	neuroticism	2.316458536194913	Eccentric medium spiny neuron	0.12305912323425695	0.16036259491593824	0.00939834946211422	1.3031345478601362	0.07637263467433786	8.779066954339639e-5	3.472136526676238e-9	1.4988986301389527e-9
CGE interneuron	0.00361666749859357	0.00769141590052487	yes	neuroticism	2.6859063949650666	Hippocampal CA1-3	0.12305912323425695	0.16032707150837633	0.00961259011028934	1.3028458784252477	0.0781135917244485	1.2683059910469e-4	3.9257459596902e-9	1.4616093721841183e-9
CGE interneuron	0.00296332422331746	0.00769141590052487	yes	neuroticism	2.751812273104244	Hippocampal CA4	0.12305912323425695	0.16058074828700128	0.0096967640279656	1.3049073003820908	0.07879760372993004	1.3032311199963e-4	4.057785932910702e-9	1.47458675599743e-9
CGE interneuron	0.05337740566064752	0.05337740566064752	no	neuroticism	1.6129525761912944	LAMP5-LHX6 and Chandelier	0.12305912323425695	0.16024399631664774	0.00946927871239689	1.302170794859355	0.07694901819161386	1.0510115003111e-4	2.592191145772446e-9	1.607109337271064e-9
CGE interneuron	0.00490901041672586	0.00769141590052487	yes	neuroticism	2.582173515813566	Upper-layer intratelencephalic	0.12305912323425695	0.16055031537454362	0.00957537592846819	1.304659997202466	0.07781118276164202	1.0711929468134e-4	3.822404529360832e-9	1.4803050631384491e-9
Deep-layer corticothalamic and 6b	0.00222680753503445	0.00356289205605513	yes	neuroticism	2.8441065591150845	Amygdala excitatory	0.14169744507737506	0.19023009931739412	0.01045724234856194	1.3425090283986236	0.07379979464592099	7.863161291660232e-6	4.256686045188126e-9	1.496668973792793e-9
Deep-layer corticothalamic and 6b	3.277330943226575e-4	0.00131093237729063	yes	neuroticism	3.407559488758888	CGE interneuron	0.14169744507737506	0.18956398672685065	0.01036677695074056	1.3378080784966706	0.07316135407437799	8.626011885684533e-6	4.998926357821538e-9	1.467010737248277e-9
Deep-layer corticothalamic and 6b	0.03128764028001385	0.03128764028001385	yes	neuroticism	1.8621973306902615	Deep-layer intratelencephalic	0.14169744507737506	0.1905543105142979	0.01044195477178646	1.3447970809229777	0.07369190577913773	6.570718651313796e-6	2.9192313194795112e-9	1.5676272709495495e-9
Deep-layer corticothalamic and 6b	7.115742353175358e-4	0.00185048476896487	yes	neuroticism	3.189914589109612	Eccentric medium spiny neuron	0.14169744507737506	0.1898836437110593	0.01045371594148078	1.3400639906200975	0.0737749077675497	8.875339919998386e-6	4.623412332866646e-9	1.4493843655410095e-9
Deep-layer corticothalamic and 6b	0.00382951763592953	0.00437659158391946	yes	neuroticism	2.6667423967347244	Hippocampal CA1-3	0.14169744507737506	0.19011753966751904	0.01056362793294529	1.341714662277106	0.0745505885951362	9.840794641951e-6	4.476172495880943e-9	1.6785170181273463e-9
Deep-layer corticothalamic and 6b	9.252423844824388e-4	0.00185048476896487	yes	neuroticism	3.1132352095573066	Hippocampal CA4	0.14169744507737506	0.1897518073393669	0.01049207955121061	1.339133583077319	0.07404565089710209	1.0033905691835194e-5	4.790766587832545e-9	1.538838624568228e-9
Deep-layer corticothalamic and 6b	2.783708094604709e-4	0.00131093237729063	yes	neuroticism	3.451857526553201	LAMP5-LHX6 and Chandelier	0.14169744507737506	0.18984854825577063	0.01042071304886017	1.3398163118050737	0.07354199677467618	8.64549109934275e-6	5.007136221420086e-9	1.4505628296947364e-9
Deep-layer corticothalamic and 6b	0.00292192655329315	0.00389590207105753	yes	neuroticism	2.7564165013550856	Upper-layer intratelencephalic	0.14169744507737506	0.18997898841896985	0.01054195910157466	1.340736865899242	0.07439766536240751	1.0050177845675902e-5	4.2746578815392175e-9	1.5508026016524522e-9
Deep-layer intratelencephalic	9.890893447117576e-5	1.5825429515388124e-4	yes	neuroticism	3.7217869872455567	Amygdala excitatory	0.13561372880676392	0.19663917906855416	0.01019936854246356	1.4499946340148602	0.07520896764808117	1.6374522006725285e-8	6.074975983376013e-9	1.6322739598463742e-9
Deep-layer intratelencephalic	2.716050247597579e-6	1.572957786999396e-5	yes	neuroticism	4.547367858356099	CGE interneuron	0.13561372880676392	0.1969343896888009	0.01010696864227322	1.4521714830908663	0.07452762143775764	1.0576136659799947e-8	6.7445640289691755e-9	1.483179773234219e-9
Deep-layer intratelencephalic	1.749749930126665e-4	1.9997142058590455e-4	yes	neuroticism	3.5752076839510787	Deep-layer corticothalamic and 6b	0.13561372880676392	0.19679070305560015	0.01018189253849911	1.4511119544246684	0.07508010160982517	1.4008909104394742e-8	5.708879935295596e-9	1.5967967290186975e-9
Deep-layer intratelencephalic	9.476349069781342e-6	1.8952698139562685e-5	yes	neuroticism	4.276884605469867	Eccentric medium spiny neuron	0.13561372880676392	0.19651385515646116	0.01015243892225196	1.4490705099368948	0.07486291403961158	1.641353346478516e-8	6.396898370376304e-9	1.4956911304539459e-9
Deep-layer intratelencephalic	1.586948859534365e-4	1.9997142058590455e-4	yes	neuroticism	3.600676919781224	Hippocampal CA1-3	0.13561372880676392	0.1966479637187279	0.010326791582746681	1.450059411012374	0.07614857045529168	2.4600588547651426e-8	6.317610001534711e-9	1.754561751105002e-9
Deep-layer intratelencephalic	8.739588907680229e-6	1.8952698139562685e-5	yes	neuroticism	4.294875019453076	Hippocampal CA4	0.13561372880676392	0.1961741758934279	0.01020775866844221	1.4465657542162018	0.07527083546966884	2.2052604021892624e-8	6.582915601025644e-9	1.532737407074522e-9
Deep-layer intratelencephalic	3.93239446749849e-6	1.572957786999396e-5	yes	neuroticism	4.468831945281029	LAMP5-LHX6 and Chandelier	0.13561372880676392	0.1966502584228998	0.01007571702343673	1.4500763318963588	0.07429717560375933	1.2177168956699737e-8	6.5805075703106925e-9	1.47253413215942e-9
Deep-layer intratelencephalic	3.332896419897535e-4	3.332896419897535e-4	yes	neuroticism	3.402968650504484	Upper-layer intratelencephalic	0.13561372880676392	0.19665984214636012	0.010247425306129	1.450147001168155	0.07556333268242015	1.8515465081653063e-8	6.4387681288119675e-9	1.892103275138145e-9
Eccentric medium spiny neuron	0.00532436367170241	0.00532436367170241	yes	neuroticism	2.5540195627795215	Amygdala excitatory	0.13994057195924484	0.1869484437225052	0.00937711422845383	1.3359131030059712	0.06700783123270888	2.0286375786502825e-6	3.5365510078223882e-9	1.3847000466878119e-9
Eccentric medium spiny neuron	0.00168347670772717	0.00338641198982649	yes	neuroticism	2.9320842982629025	CGE interneuron	0.13994057195924484	0.1870204209504211	0.00938973701998495	1.3364274443932345	0.06709803231845836	1.945335133784366e-6	3.976379570284482e-9	1.3561614079923504e-9
Eccentric medium spiny neuron	0.00205969821866625	0.00338641198982649	yes	neuroticism	2.868871097263096	Deep-layer corticothalamic and 6b	0.13994057195924484	0.18709410105793683	0.00939813350311414	1.3369539543716071	0.06715803266726096	1.8461225604419776e-6	3.7077704576194076e-9	1.292414448720482e-9
Eccentric medium spiny neuron	0.00376723990809513	0.004305417037823	yes	neuroticism	2.6722486397340783	Deep-layer intratelencephalic	0.13994057195924484	0.1871610384231532	0.00936382700860931	1.3374322814520188	0.0669128822150045	1.7586842682228094e-6	3.5207895240842648e-09	1.3175381481098359e-9
Eccentric medium spiny neuron	0.00211650749364156	0.00338641198982649	yes	neuroticism	2.860254241910202	Hippocampal CA1-3	0.13994057195924484	0.1870893316186621	0.00931638718542248	1.3369198724809304	0.0665738824344359	1.6184537358018874e-6	3.923916559115308e-9	1.3718768428413363e-9
Eccentric medium spiny neuron	8.709584608960208e-4	0.00338641198982649	yes	neuroticism	3.13103450607681	Hippocampal CA4	0.13994057195924484	0.18712838679109228	0.00937909748002384	1.3371989564655349	0.06702200333120929	1.82439983426709e-6	4.191063107235498e-9	1.338555387716536e-9
Eccentric medium spiny neuron	0.00166135180615545	0.00338641198982649	yes	neuroticism	2.9361903526875697	LAMP5-LHX6 and Chandelier	0.13994057195924484	0.18631997687089807	0.00932058896753102	1.33142214771825	0.06660390790917647	2.3111352252875126e-6	3.829062411051021e-9	1.3040920209911401e-9
Eccentric medium spiny neuron	0.00282072077711137	0.00376096103614849	yes	neuroticism	2.7679251210749287	Upper-layer intratelencephalic	0.13994057195924484	0.18721783118491236	0.00948647126485676	1.3378381163072293	0.06778928463733538	2.292054313171628e-6	3.7969197221263775e-9	1.371756661051523e-9
Hippocampal CA1-3	0.05274252645521038	0.060277173091669	no	neuroticism	1.618824389441287	Amygdala excitatory	0.13993486837039576	0.1781776537013363	0.00937897752909807	1.273289893907751	0.06702387788204951	5.581552533059562e-5	2.553684468614532e-9	1.5774932014064214e-9
Hippocampal CA1-3	0.00171984868908903	0.01327418039585381	yes	neuroticism	2.9254397839633035	CGE interneuron	0.13993486837039576	0.17781201347873973	0.00940138111115587	1.2706769624285947	0.06718397795087933	6.929852593421867e-5	3.815045727181293e-9	1.3040930625523855e-9
Hippocampal CA1-3	0.03863390933659261	0.05151187911545681	no	neuroticism	1.766763650181954	Deep-layer corticothalamic and 6b	0.13993486837039576	0.17829835941312927	0.00941062987768021	1.274152478860298	0.06725007131725792	5.613020798915399e-5	2.707294448681805e-9	1.532346699799369e-9
Hippocampal CA1-3	0.10041568330950423	0.10041568330950423	no	neuroticism	1.2791865625918872	Deep-layer intratelencephalic	0.13993486837039576	0.17822258720871442	0.00930394391166358	1.2736109969173253	0.0664876740158631	4.823705000657864e-5	2.0023890635984467e-9	1.5653612398344822e-9
Hippocampal CA1-3	0.00807441982636525	0.02153178620364067	yes	neuroticism	2.405534215647127	Eccentric medium spiny neuron	0.13993486837039576	0.17805387898207609	0.00938957353711246	1.2724053772701065	0.06709959888095268	6.193157125325649e-5	3.364441869645528e-9	1.398625655690555e-9
Hippocampal CA1-3	0.01309706003930855	0.0261941200786171	yes	neuroticism	2.223321628977449	Hippocampal CA4	0.13993486837039576	0.17753026749934775	0.00938704532721694	1.2686635544576363	0.06708153183358298	7.518738869038178e-5	3.319778447475084e-9	1.4931615849938532e-9
Hippocampal CA1-3	0.00331854509896345	0.01327418039585381	yes	neuroticism	2.714524943289947	LAMP5-LHX6 and Chandelier	0.13993486837039576	0.17764536575472042	0.009483508183773	1.2694860675075506	0.0677708729369078	8.680124872790505e-5	3.640106872839975e-9	1.340973816371804e-9
Hippocampal CA1-3	0.02032966705326999	0.03252746728523199	yes	neuroticism	2.0469872736155628	Upper-layer intratelencephalic	0.13993486837039576	0.1783653680731284	0.0094227752315864	1.2746313349222609	0.06733686422346943	5.6108977338028e-5	2.924465365071341e-9	1.428668073693444e-9
Hippocampal CA4	0.0996312683198547	0.1328416910931396	no	neuroticism	1.2836554560316764	Amygdala excitatory	0.13866112277830536	0.17400784379633444	0.00938551384727143	1.254914429580541	0.06768670020274693	2.0798984793002e-4	1.7822165307105324e-9	1.3883916609680604e-9
Hippocampal CA4	0.01345736194075986	0.09127567387494176	no	neuroticism	2.21275235245528	CGE interneuron	0.13866112277830536	0.174610751768913	0.00955376398861877	1.2592624974491569	0.06890009107955627	2.1488533906096e-4	2.960259033676808e-9	1.3378175964391547e-9
Hippocampal CA4	0.09512540088129028	0.1328416910931396	no	neuroticism	1.309837536577367	Deep-layer corticothalamic and 6b	0.13866112277830536	0.1742620418322068	0.00957041852590198	1.25674766178564	0.06902020071771231	2.4438838184953e-4	1.868745228620609e-9	1.42670001159356e-9
Hippocampal CA4	0.17101364381881456	0.17101364381881456	no	neuroticism	0.9501672283014644	Deep-layer intratelencephalic	0.13866112277830536	0.173860357140813	0.00945958532161203	1.253850781367067	0.06822089084577977	2.5133842779105e-4	1.3142897565812087e-9	1.3832194138400834e-9
Hippocampal CA4	0.03422837770310316	0.09127567387494176	no	neuroticism	1.8219883365010932	Eccentric medium spiny neuron	0.13866112277830536	0.1744237402756349	0.00960745452822431	1.2579138029518746	0.0692872979514592	2.4771039543096e-4	2.546666578809254e-9	1.3977403300505302e-9
Hippocampal CA4	0.16569015598246128	0.17101364381881456	no	neuroticism	0.971337356717866	Hippocampal CA1-3	0.13866112277830536	0.17381396587557016	0.00937181629219335	1.2535162155975614	0.06758791580807573	2.2112581431297e-4	1.45918158989924e-9	1.5022397520360922e-9
Hippocampal CA4	0.02488190672990975	0.09127567387494176	no	neuroticism	1.9619885832195545	LAMP5-LHX6 and Chandelier	0.13866112277830536	0.17401204532956618	0.0095356346642734	1.2549447303104613	0.06876934553255563	2.6731897975733e-4	2.64455074788632e-9	1.347893035925166e-9
Hippocampal CA4	0.06125701367282543	0.12251402734565088	no	neuroticism	1.5443067945042086	Upper-layer intratelencephalic	0.13866112277830536	0.17406244088654782	0.00947621928596585	1.2553081743384042	0.06834085211553242	2.3542827201021e-4	2.144787301207528e-9	1.388834983333801e-9
LAMP5-LHX6 and Chandelier	0.00103577702172075	0.00167475070958517	yes	neuroticism	3.079777334014342	Amygdala excitatory	0.13366159164685928	0.1804923288640952	0.00932342693782971	1.3503679451982369	0.0697539721243383	2.146024558704018e-6	4.121724075924585e-9	1.3383188551985723e-9
LAMP5-LHX6 and Chandelier	0.00644742512178653	0.00644742512178653	yes	neuroticism	2.4866601878674115	CGE interneuron	0.13366159164685928	0.1816185582772039	0.00940296410902967	1.3587939215705989	0.07034903589860564	1.5739111783123662e-6	3.7172229007252263e-9	1.494865651069581e-9
LAMP5-LHX6 and Chandelier	5.198036744343826e-4	0.00167475070958517	yes	neuroticism	3.2795827011561056	Deep-layer corticothalamic and 6b	0.13366159164685928	0.18169733509563235	0.00933811428167074	1.3593832967041568	0.06986385667426821	1.263909740908112e-6	4.400219370849354e-9	1.3417009942448484e-9
LAMP5-LHX6 and Chandelier	0.00128586901132909	0.00167475070958517	yes	neuroticism	3.0147704641385413	Deep-layer intratelencephalic	0.13366159164685928	0.1819832618174639	0.00933967613443665	1.3615224805812052	0.06987554180196026	1.1361315287149217e-6	4.067279085214083e-9	1.3491173320142932e-9
LAMP5-LHX6 and Chandelier	0.00146540687088703	0.00167475070958517	yes	neuroticism	2.9749028244185665	Eccentric medium spiny neuron	0.13366159164685928	0.18095517022976684	0.00933701562248473	1.3538307302808394	0.06985563696677806	1.7778249221095645e-6	4.029898562687208e-9	1.354631999946027e-9
LAMP5-LHX6 and Chandelier	7.170232936319909e-4	0.00167475070958517	yes	neuroticism	3.18770924199076	Hippocampal CA1-3	0.13366159164685928	0.1813212240608748	0.00939666919641463	1.3565693916015509	0.07030194000114189	1.7641500423622949e-6	4.347408224452352e-9	1.363803250053429e-9
LAMP5-LHX6 and Chandelier	5.920480348013957e-4	0.00167475070958517	yes	neuroticism	3.24268365081731	Hippocampal CA4	0.13366159164685928	0.1812581995523994	0.00947730506204192	1.3560978686479568	0.07090522374656025	2.179653161048847e-6	4.412984717674152e-9	1.3609050998736402e-9
LAMP5-LHX6 and Chandelier	0.00106437542472803	0.00167475070958517	yes	neuroticism	3.071655735615689	Upper-layer intratelencephalic	0.13366159164685928	0.1813417920434696	0.00940346787202343	1.3567232726255711	0.07035280484215597	1.7887970374759938e-6	4.161962699324803e-9	1.3549574097992367e-9
Upper-layer intratelencephalic	0.01049558409022877	0.01199495324597573	yes	neuroticism	2.308143288650606	Amygdala excitatory	0.1266802311429707	0.1679339649178202	0.00870494369546918	1.3256524984414555	0.06871588105680693	4.696167697577328e-6	3.2454843791076904e-9	1.406101776725082e-9
Upper-layer intratelencephalic	2.358780568343377e-4	0.00184846274011452	yes	neuroticism	3.4963010616733405	CGE interneuron	0.1266802311429707	0.16847151523338266	0.00869811914734065	1.3298958623089858	0.06866200881433503	3.454057802451474e-6	4.575757552873968e-9	1.3087424315467835e-9
Upper-layer intratelencephalic	0.0062014740780647	0.00826863210408627	yes	neuroticism	2.5004675887782284	Deep-layer corticothalamic and 6b	0.1266802311429707	0.16836630634018265	0.00887407785370868	1.3290653547210949	0.07005100775111028	5.5733550729593465e-6	3.500072403460134e-9	1.399767155218488e-9
Upper-layer intratelencephalic	0.2785427169364596	0.2785427169364596	no	neuroticism	0.5871761122768755	Deep-layer intratelencephalic	0.1266802311429707	0.16850298609093098	0.00875897625538442	1.3301442898439246	0.06914240822231435	4.0088921929309785e-6	9.816747525287816e-10	1.671857441070227e-9
Upper-layer intratelencephalic	0.00132223905585593	0.00264447811171186	yes	neuroticism	3.006300162927954	Eccentric medium spiny neuron	0.1266802311429707	0.16855818729004277	0.00884033768405016	1.3305800421204537	0.06978466651259109	5.022100728018347e-6	4.144327279921111e-9	1.3785474022277227e-9
Upper-layer intratelencephalic	0.00268787718199892	0.00430060349119827	yes	neuroticism	2.783610523264867	Hippocampal CA1-3	0.1266802311429707	0.16867117026999243	0.00882329043222933	1.3314719175056682	0.06965009735632242	4.420711219277012e-6	3.957879303712861e-9	1.4218509632125922e-9
Upper-layer intratelencephalic	7.35231183284113e-4	0.00196061648875763	yes	neuroticism	3.1804505432845707	Hippocampal CA4	0.1266802311429707	0.16818897748826955	0.00884869608966692	1.327665540004046	0.06985064685965352	5.953018740551335e-6	4.348455340465379e-9	1.367245074647369e-9
Upper-layer intratelencephalic	4.621156850286301e-4	0.00184846274011452	yes	neuroticism	3.3126300748086623	LAMP5-LHX6 and Chandelier	0.1266802311429707	0.16811201089039246	0.00870766392662119	1.3270579740311814	0.06873735426637931	4.58444059674458e-6	4.309980925193788e-9	1.3010752265909834e-9
Amygdala excitatory	1.3276077412394116e-4	8.177908460700323e-4	yes	scz2022_eur	3.646804728815935	CGE interneuron	0.1528769824794138	0.214100303818872	0.01136918352131398	1.4004744229413506	0.07436818373128824	3.029831022369871e-7	1.7477683390980093e-8	4.792601932556681e-9
